word,word_sen,word_sen_trans,trans,example
consent,The chairman was elected by common consent (= with most people agreeing ) .,主席是大家一致推选出来的。,"n.同意,赞成,答应
v.(to)同意，允许
","1. The chairman was elected by common consent (= with most people agreeing ) .
主席是大家一致推选出来的。
2. divorce by mutual consent
双方均同意的离婚
3. Her father reluctantly consented to the marriage.
她父亲勉强答应了这桩婚事。
"
magnificent,a magnificent performance,气势恢宏的演出,"adj.华丽的,高尚的,宏伟的
","1. a magnificent performance
气势恢宏的演出
2. The twelve-mile coastline has magnificent sce-nery.
这12英里的海岸线景色壮观。
3. She looked magnificent in a long red dress.
她穿着红色长裙，看起来美极了。
"
purpose,The purpose of the occasion was to raise money for medical supplies.,此次活动的目的是为医疗用品筹款。,"n.目的,意图,用途,效果
","1. The purpose of the occasion was to raise money for medical supplies.
此次活动的目的是为医疗用品筹款。
"
partly,The poor weather was partly responsible for the crash.,天气不好是造成坠机事故的部分原因。,"adv.部分地,不完全地,在一定程度上
","1. The poor weather was partly responsible for the crash.
天气不好是造成坠机事故的部分原因。
2. The company’s problems are partly due to bad management.
那家公司的问题部分是由于管理不善造成的。
3. It is partly because of her sick mother that she hasn’t taken the job abroad.
她没有接受那份去国外的工作，部分原因是母亲病了。
4. The group is funded partly by the government.
那个团体的部分资金由政府提供。
"
participate,Some members refused to participate.,有些会员拒绝参加。,"v.(in)参与,参加
","1. Some members refused to participate.
有些会员拒绝参加。
"
assimilate,It will take time to assimilate all these facts.,充分掌握所有这些情况需要时间。,"v.吸收，消化；被吸收；被同化
","1. It will take time to assimilate all these facts.
充分掌握所有这些情况需要时间。
2. There is every sign that new Asian-Americans are just as willing to assimilate.
各种迹象表明新的亚裔美籍人简直一样愿意被同化。
"
appetite,Her husband always had a huge appetite.,她丈夫向来胃口极大。,"n.食欲，胃口；欲望
","1. Her husband always had a huge appetite.
她丈夫向来胃口极大。
2. Symptoms include tiredness and loss of appetite.
症状包括疲倦和食欲不振。
3. ...his appetite for success.
…他的成功欲望。
"
revenue,advertising revenue,广告收入,"n.财政收入；税收
","1. advertising revenue
广告收入
2. Strikes have cost £20 million in lost revenues .
罢工造成的收入损失达到2,000万英镑。
3. an increase in tax revenues of 8.4%
8.4%的税收增长
"
sentence,His voice dropped at the end of the sentence.,到句子结尾处，他压低了嗓音。,"n.句子；判决,宣判
v.宣判,判决
","1. His voice dropped at the end of the sentence.
到句子结尾处，他压低了嗓音。
2. She received an eight-year prison sentence.
她被判八年徒刑。
3. Sanchez was sentenced to three years in prison.
桑切斯被判了三年监禁。
"
dome,...the dome of the Capitol.,…国会大厦的穹顶。,"n.圆屋顶
","1. ...the dome of the Capitol.
…国会大厦的穹顶。
"
fact,The book is full of facts about the World Cup.,这本书全是有关世界杯的真实信息。,"n.事实,实际
","1. The book is full of facts about the World Cup.
这本书全是有关世界杯的真实信息。
"
side,Fuel is cheaper on the French side of the border.,燃料在边境那边的法国要便宜些。,"n.边，面，侧
v.支持
","1. Fuel is cheaper on the French side of the border.
燃料在边境那边的法国要便宜些。
2. A man stood watching me from the other side of the road.
有个男人站在马路的对面看着我。
3. His friends and family were all on the other side of the world.
他的朋友和家人都在地球的另一边。
4. The restaurant was empty apart from another couple on the far side of the room (= the area that is furthest away from you ) .
饭店里空空的，只有最那边还有一对夫妇。
5. Frank sided with David against their mother.
弗兰克站在戴维一边反对妈妈。
"
namely,"Three students were mentioned, namely John, Sarah and Sylvia.",有三名学生被提到，即约翰、萨拉和西尔维娅。,"adv.即,也就是
","1. Three students were mentioned, namely John, Sarah and Sylvia.
有三名学生被提到，即约翰、萨拉和西尔维娅。
"
actual,I’m not joking. Those were his actual words.,我没开玩笑，那都是他的原话。,"adj.实际的，真实的
","1. I’m not joking. Those were his actual words.
我没开玩笑，那都是他的原话。
2. I know Germany won, but I can’t tell you the actual score.
我知道德国队胜了，但我不知道确切的比分。
3. Interest is only charged on the actual amount borrowed.
利息只按实际借款额收取。
4. In actual fact (=  really  ) , there is little evidence to support the allegations.
事实上，这些指控几乎没有证据支持。
"
escape,The girl had no chance of escape.,那女孩没有机会逃跑。,"n.逃跑,逃脱
v.避开，逃避
","1. The girl had no chance of escape.
那女孩没有机会逃跑。
2. Christina hoped it wouldn’t be too long before she could make her escape.
克里斯蒂娜希望她很快就能逃脱。
3. an escape route
逃跑的路线
4. They had a lucky escape (= were lucky not to be hurt or killed ) when a car crashed into the front of their house.
一辆汽车迎面撞上了他们的房子，他们没有受伤真是幸运。
5. He narrowly escaped death in an avalanche.
他在一次雪崩中死里逃生。
"
provoke,The novel has provoked fierce debate in the US.,那部小说在美国引发了激烈的争论。,"v.激起，引起；激怒，挑衅，使恼火
","1. The novel has provoked fierce debate in the US.
那部小说在美国引发了激烈的争论。
2. The dog would not have attacked if it hadn’t been provoked.
如果不是被惹恼了，那狗原本不会攻击的。
"
battle,the Battle of Trafalgar,特拉法尔加战役,"n.战役,战斗;斗争
v.战斗,斗争,搏斗
","1. the Battle of Trafalgar
特拉法尔加战役
2. a pitched battle (=  a long and serious battle  ) between police and drug gangs
警方和贩毒团伙之间的一场激战
3. Firefighters battled the flames.
消防员与烈火搏斗
"
timber,a bench made of timber,木制长椅,"n.木材,木料
","1. a bench made of timber
木制长椅
"
efficient,a very efficient secretary,效率高的秘书,"adj.有效的,效率高的;有能力的,能胜任的
","1. a very efficient secretary
效率高的秘书
2. an efficient use of land
土地的有效使用
3. Lighting is now more energy efficient.
如今的照明设备更加节能。
"
device,modern labour-saving devices,省力的现代设备,"n.装置,设备,仪表
","1. modern labour-saving devices
省力的现代设备
"
company,Which company do you work for?,你在哪家公司上班？,"n.公司；陪伴；宾客；(一)群,队,伙
","1. Which company do you work for?
你在哪家公司上班？
2. I called the phone company about the bill.
我就电话账单的事给电话公司打了电话。
3. The company was set up just after the war.
这家公司是战后不久成立的。
4. The company directors have awarded themselves a massive pay increase.
公司的董事们给自己大幅加薪。
5. The two men enjoy each other’s company .
这两个人喜欢在一起。
6. We’re expecting company this evening.
今晚我们有客人要来。
7. He glanced around at the assembled company .
他向全体人群扫了一眼。
"
infect,"People with the virus may feel perfectly well, but they can still infect others.",带有这种病毒的人可能毫无症状，却仍可能传染他人。,"v.传染；影响
","1. People with the virus may feel perfectly well, but they can still infect others.
带有这种病毒的人可能毫无症状，却仍可能传染他人。
2. He thought they might infect others with their bourgeois ideas.
他认为他们可能用中产阶级思想去影响别人。
"
advent,the advent of the computer,计算机的问世,"n.(重要事件等的)到来，来临
","1. the advent of the computer
计算机的问世
"
visible,The comet is visible to the naked eye (= can be seen without using special equipment ).,这颗彗星肉眼看得见。,"adj.看得见的, 明显的, 显著的
","1. The comet is visible to the naked eye (= can be seen without using special equipment ).
这颗彗星肉眼看得见。
2. Check the plant for any visible signs of disease.
检查一下植物是否有患病的迹象。
"
